Filename, Source, License
bing.png, https://www.softicons.com/social-media-icons/hand-stitch-round-social-icons-by-design-bolts/bing-icon, https://creativecommons.org/licenses/by-nc-nd/3.0/
yahoo.png, https://www.softicons.com/social-media-icons/hand-stitch-round-social-icons-by-design-bolts/yahoo-icon, https://creativecommons.org/licenses/by-nc-nd/3.0/
google.png, https://www.softicons.com/social-media-icons/hand-stitch-round-social-icons-by-design-bolts/google-icon, https://creativecommons.org/licenses/by-nc-nd/3.0/
macro-snowflake.jpg, https://freenaturestock.com/macro-snowflake/, https://creativecommons.org/publicdomain/zero/1.0/
macro-photo-of-pretty-purple-flowers.jpg, https://freenaturestock.com/macro-photo-of-pretty-purple-flowers/, https://creativecommons.org/publicdomain/zero/1.0/
